区域,小区名称,小区地址,面积/平方米,总价/万,单价/每平米,修建年份
金牛,兴元绿洲,西南交大-新泉路33号,91,120,13136,2010年建造
金牛,锦城苑,蜀汉路-蜀汉路289号,135,168,12361,1999年建造
金牛,华侨城东岸西区(别墅),华侨城-金丰路283号,147,390,26531,2014年建造
金牛,曹家巷恒大雅苑,解放路-马鞍南街10号,64,115,17969,2017年建造
金牛,马鞍东路社区,解放路-一环路北四段,39,48,12242,1986年建造
金牛,抚琴小区,白果林-抚琴东南路1号,27,50,18519,2017年建造
金牛,中加水岸,西南交大-金府路889号,107,176,16392,2017年建造
金牛,瑞安城中汇,五块石-解放路一段139号,87,121,13908,2016年建造
金牛,营和街29号院,抚琴小区-营和街29号,70,100,14106,1995年建造
金牛,中铁瑞景汇,五块石-玉居庵东路16号,50,60,12000,2017年建造
金牛,华侨城纯水岸208区(别墅),华侨城-华丰路260号,572,1751,30612,2009年建造
金牛,恒和华园,西南交大-长庆西一路36号,87,112,12874,2006年建造
金牛,瑞安城中汇,五块石-解放路一段126号,52,78,15000,2018年建造
金牛,华宇锦城名都A区,西南交大-银河北街188号,86,176,20437,2008年建造
金牛,西安路枣子巷社区,中医大-青羊东二路41号,55,70,12727,1995年建造
金牛,数码村,西南交大-群星路11号,71,97,13491,2000年建造
金牛,兴元绿洲,西南交大-新泉路33号,113,142,12566,2008年建造
金牛,金罗路12号院,白果林-金罗路12号,57,72,12632,1996年建造
金牛,前沙湾小区,沙湾-光荣北路86附3号,62,78.6,12556,1996年建造
金牛,众合北尚一期西区,天回-天和街108号,139,118,8435,2011年建造
金牛,长福苑,西南交大-长青北街28号,87,110,12644,2007年建造
金牛,万通金牛新都会,西南交大-金府路88号,44,66,15000,2016年建造
金牛,华侨城纯水岸三期,华侨城-西华大道9号,88,230,25863,2012年建造
金牛,恒大曹家巷广场东区,解放路-马鞍东路3号,140,245,17500,2016年建造
金牛,恒大曹家巷广场东区,解放路-马鞍东路3号,80,178,22181,2017年建造
金牛,兴元绿洲,西南交大-新泉路33号,93,122,13118,2009年建造
金牛,兴元绿洲,西南交大-新泉路33号,41,65,15819,2009年建造
金牛,保利公园里,"天回-天佑路,近天龙南二路",98,115,11735,2016年建造
金牛,瑞安城中汇,五块石-解放路一段139号,87,115,13218,2017年建造
金牛,瑞安城中汇,五块石-解放路一段126号,50,58,11600,2016年建造
金牛,瑞安城中汇,五块石-解放路一段126号,65,83,12769,2018年建造
金牛,瑞安城中汇,五块石-解放路一段126号,49,74,15102,2018年建造
金牛,泉水人家三期A区,凤凰山-朗润路239号,45,56,12444,2008年建造
金牛,恒大曹家巷广场西区,解放路-外曹家巷,140,230,16429,2017年建造
金牛,青房天韵华庭,国宾-蜀西环街66号,165,400,24136,2014年建造
金牛,恒大曹家巷广场东区,解放路-马鞍东路3号,134,243,18134,2016年建造
金牛,华侨城纯水岸208区(别墅),华侨城-华丰路260号,325,950,29231,2009年建造
金牛,五里墩东街小区,蜀汉路-五里墩东街75-77号,66,82,12359,1999年建造
金牛,富丽碧蔓汀,李家沱-解放东街33号,67,140,20896,2009年建造
金牛,炎华置信花千集,金牛万达-北站西二路1号,48,80,16667,2017年建造
金牛,花都财富大厦,花牌坊-花牌坊街新16号,34,51,15000,2018年建造
金牛,青西路7号院,白果林-青西路7号,42,64,15238,1996年建造
金牛,花都财富大厦,花牌坊-花牌坊街新16号,33,49,14848,2018年建造
金牛,恒和华园,西南交大-长庆西一路36号,87,120,13714,2006年建造
金牛,银海中心,解放路-一环路北四段108号,102,201,19706,2018年建造
金牛,花都财富大厦,花牌坊-花牌坊街新16号,40,68,17000,2017年建造
金牛,营通街99号院,抚琴小区-营通街99号,62,90,14400,1999年建造
金牛,瑞安城中汇,五块石-解放路一段126号,45,60.6,13467,2017年建造
金牛,万通金牛新都会,西南交大-金府路88号,55,83.2,15007,2017年建造
金牛,曹家巷恒大雅苑,解放路-马鞍南街10号,64,120,18602,2017年建造
金牛,金府银座,西南交大-金府路593号,61,58,9508,2010年建造
金牛,龙湖西宸原著,蜀汉路-育仁西路,138,232,16812,2018年建造
金牛,西安北路34号院,中医大-西安北路34号,70,103,14714,1998年建造
金牛,恒大曹家巷广场东区,解放路-马鞍东路3号,140,249,17786,2018年建造
金牛,花都财富大厦,花牌坊-花牌坊街新16号,41,74,18049,2018年建造
金牛,公交公司宿舍,抚琴小区-金鱼街9号,62,85.8,13783,1992年建造
金牛,瑞安城中汇,五块石-解放路一段139号,80,108,13500,2016年建造
金牛,同兴小区,黄忠小区-同兴路7号,51,65,12695,2000年建造
金牛,五里墩东二巷7号院,蜀汉路-五里墩东二巷7号,65,80,12308,2000年建造
金牛,万通金牛新都会,西南交大-金府路88号,42,56,13333,2017年建造
金牛,金牛万达广场a组团,金牛万达-肖家村三巷69号,74,130,17480,2012年建造
金牛,育苗路14号院,蜀汉路-育苗路14号,71,96,13489,1998年建造
金牛,天地芳苑,西南交大-星辰路58号,123,168,13553,2001年建造
金牛,金奥苑,西南交大-金房苑北路1号,132,188,14242,2002年建造
金牛,银杏苑,白果林-文华路14号,80,102,12750,1990年建造
金牛,银沙横街6号院,西南交大-银沙横街6号,56,68,12143,1999年建造
金牛,首开龙湖紫宸(商住楼),"西南交大-茶店子路,近一品天下大街",40,80,20000,2018年建造
金牛,万基兰御,西南交大-长和路15号,66,117,17528,2013年建造
金牛,成商宿舍,抚琴小区-营通街16号,66,75,11364,1999年建造
金牛,华侨城纯水岸三期,华侨城-西华大道9号,73,155,21117,2008年建造
金牛,沙河源上金府,五块石-洞子口路168号,83,104,12511,2008年建造
金牛,新天地民苑,西南交大-星汉路1号,79,105,13291,2003年建造
金牛,泉水人家二期,凤凰山-嘉泽路2号,81,89,10988,2012年建造
金牛,都市人家,抚琴小区-营福巷138号,47,53.8,11447,1998年建造
金牛,智慧康城,西南交大-星河路89号,92,138,14977,2001年建造
金牛,万通金牛新都会,西南交大-金府路88号,55,83,14982,2017年建造
金牛,金牛万达广场d组团,金牛万达-肖家村二巷88号,81,138,17016,2012年建造
金牛,首开龙湖紫宸,"西南交大-茶店子路,近一品天下大街",92,148,16087,2017年建造
金牛,和睦新天地,西南交大-花照壁中横街2号,108,175,16193,2006年建造
金牛,西门先生,蜀汉路-育仁路8号,800,800,10000,2015年建造
金牛,恒和华园,西南交大-长庆西一路36号,87,110,12543,2004年建造
金牛,祥和苑,李家沱-树蓓巷1号,140,176,12512,1998年建造
金牛,华夏之家,黄忠小区-同和路28号,78,89,11310,1999年建造
金牛,华夏之家,黄忠小区-同和路28号,78,89,11310,1998年建造
金牛,瑞安城中汇,五块石-解放路一段126号,45,55,12222,2018年建造
金牛,恒大曹家巷广场东区,解放路-马鞍东路3号,47,73,15532,2016年建造
金牛,恒大曹家巷广场东区,解放路-马鞍东路3号,160,298,18625,2018年建造
金牛,蓝光花满庭,五块石-洞子口路333号,68,108,15677,2010年建造
金牛,蓝光花满庭,五块石-洞子口路333号,78,116,14872,2011年建造
金牛,云庭苑,西南交大-星汉路33号,177,280,15819,2004年建造
金牛,锦城苑,蜀汉路-蜀汉路289号,78,105,13462,2000年建造
金牛,万通金牛新都会,西南交大-金府路88号,57,77,13509,2018年建造
金牛,保利公园里(别墅),天回-大天路,167,415,24850,2015年建造
金牛,龙湖西宸原著,蜀汉路-育仁西路,137,290,21168,2016年建造
金牛,花都财富大厦,花牌坊-花牌坊街新16号,45,85,18889,2018年建造
金牛,曹家巷恒大雅苑,解放路-马鞍南街10号,80,142,17657,2014年建造
金牛,万通金牛新都会,西南交大-金府路88号,43,64,14665,2018年建造
金牛,顶峰水岸汇景,西南交大-茶店子路1号,89,201,22584,2011年建造
金牛,万通金牛新都会,西南交大-金府路88号,55,83,14971,2018年建造
金牛,长福苑,西南交大-长青北街28号,87,108,12329,2008年建造
金牛,瑞安城中汇,五块石-解放路一段126号,48,72,15000,2017年建造
金牛,锦西民园,西南交大-星辰东一街1号,110,180,16349,2004年建造
金牛,华侨城纯水岸三期,华侨城-西华大道9号,71,169,23489,2012年建造
金牛,长兴街5号院,西南交大-长兴街5号,72,89,12261,2001年建造
金牛,颐园,抚琴小区-营通街53号,145,185,12759,2001年建造
金牛,金沙巷16号院,沙湾-金沙巷16号,118,135.8,11508,2000年建造
金牛,万通金牛新都会,西南交大-金府路88号,37,51,13784,2018年建造
金牛,欣园,白果林-抚琴西路318号,133,175,13158,2000年建造
金牛,九里堤北路40号院,西南交大-九里堤北路40号,77,96.8,12571,2000年建造
金牛,一品天下A区,蜀汉路-一品天下大街131号,130,178,13692,2018年建造
金牛,泉水人家三期A区,凤凰山-朗润路239号,41,58,14078,2007年建造
金牛,银海中心,解放路-一环路北四段108号,35,43,12286,2017年建造
金牛,恒大曹家巷广场东区,解放路-马鞍东路3号,145,238,16414,2018年建造
金牛,恒大曹家巷广场东区,解放路-马鞍东路3号,140,245,17500,2018年建造
金牛,马河湾1号院,花牌坊-马河湾1号,58,79,13621,1998年建造
金牛,瑞安城中汇,五块石-解放路一段126号,48,68,14167,2016年建造
金牛,全兴花园,沙湾-九里堤南路70号,151,229,15149,2004年建造
金牛,第九交响交大智能小区9期东区,西南交大-长福街58号,95,172,17937,2004年建造
金牛,瑞安城中汇,五块石-解放路一段126号,58,70,12069,2016年建造
金牛,紫桂花园,黄忠小区-黄苑路6号,117,218,18632,2015年建造
金牛,沙湾东一路6号院,沙湾-沙湾东一路6号,79,120,15173,1999年建造
金牛,外化成小区,蜀汉路-二环路西三段,68,80,11765,1997年建造
金牛,安居苑,白果林-抚琴西路212号,67,89,13284,1996年建造
金牛,西南建筑设计院家属楼,人民北路-星辉西路8号,161,298,18509,2005年建造
金牛,龙湖西宸原著,蜀汉路-育仁西路,139,240,17266,2017年建造
金牛,新桥逸景A区,西南交大-长和路18号,60,85.8,14133,2008年建造
金牛,泉水人家三期A区,凤凰山-朗润路239号,68,82,12001,2009年建造
金牛,抚琴东北路8号院,花牌坊-抚琴东北路8号,51,72.8,14275,1996年建造
金牛,华侨城纯水岸208区,华侨城-华丰路260号,325,620,19077,2010年建造
金牛,花好月圆,蜀汉路-蜀汉路89号,54,82,15018,2003年建造
金牛,交大智能小区2期,西南交大-交桂路89号,134,183,13609,2000年建造
金牛,第九交响交大智能小区9期东区,西南交大-长福街58号,129,220,17054,2005年建造
金牛,首开龙湖紫宸(商住楼),"西南交大-茶店子路,近一品天下大街",37,51,13784,2014年建造
金牛,金府路6号院,西南交大-金府路6号,142,190,13300,2006年建造
金牛,智慧康城,西南交大-星河路89号,132,178,13485,2004年建造
金牛,金府SOHO,西南交大-金府路666号,42,56,13333,2008年建造
金牛,抚琴西路南一巷2号院,白果林-抚琴西路南一巷2号,55,80,14545,1999年建造
金牛,恒大曹家巷广场东区,解放路-马鞍东路3号,86,147,17024,2012年建造
金牛,龙湖西宸原著,蜀汉路-育仁西路,137,245,17883,2018年建造
金牛,泉水人家三期A区,凤凰山-朗润路239号,42,57,13571,2006年建造
金牛,瑞安城中汇,五块石-解放路一段126号,48,81,16875,2017年建造
金牛,府河路苑,五块石-站西桥西街399号,101,155,15209,2012年建造
金牛,华侨城原岸,华侨城-北三环路一段393号,122,256.8,21049,2014年建造
金牛,银海中心,解放路-一环路北四段108号,50,96,19200,2016年建造
金牛,曹家巷恒大雅苑,解放路-马鞍南街10号,111,200,18018,2015年建造
金牛,银海中心,解放路-一环路北四段108号,47,82,17447,2018年建造
金牛,兴元绿洲,西南交大-新泉路33号,93,124.8,13340,2009年建造
金牛,和谐家园,蜀汉路-蜀汉路369号,167,256,15329,2000年建造
金牛,万通金牛新都会,西南交大-金府路88号,43,68,15814,2013年建造
金牛,交桂一巷11号院,西南交大-交桂一巷11号,60,82.5,13750,2003年建造
金牛,西南建筑设计院家属楼,人民北路-星辉西路8号,68,108,15721,1995年建造
金牛,新桥逸景C区,西南交大-甘泉路5号,55,66,12000,2008年建造
金牛,瑞安城中汇,五块石-解放路一段126号,48,75,15625,2017年建造
金牛,万通金牛新都会,西南交大-金府路88号,43,64,14750,2018年建造
金牛,泉水人家二期,凤凰山-嘉泽路2号,68,85,12500,2010年建造
金牛,平福里,李家沱-泰宏路19号,119,235,19682,2010年建造
金牛,恒大曹家巷广场西区,解放路-外曹家巷,88,210,23702,2017年建造
金牛,蓝光花满庭,五块石-洞子口路333号,87,130,14943,2011年建造
金牛,西南建筑设计院家属楼,人民北路-星辉西路8号,162,290,17868,2006年建造
金牛,中铁瑞景汇,五块石-玉居庵东路16号,46,59.6,12957,2017年建造
金牛,御都花园别墅,黄忠小区-蜀汉路528号,306,471,15392,2016年建造
金牛,金港湾花园二期,蜀汉路-蜀光路16号,87,153,17568,2004年建造
金牛,恒大曹家巷广场东区,解放路-马鞍东路3号,80,134,16698,2016年建造
金牛,一品荷花,五块石-北站东二路26号,61,67,10871,2008年建造
金牛,天彩菁华,西南交大-九里堤中路301号,55,78,14182,2008年建造
金牛,金牛万达广场(商住楼),金牛万达-肖家村三巷69号,137,170,12409,2014年建造
金牛,平安苑,李家沱-泰宏街8号,86,113,13118,2000年建造
金牛,荷花池公寓,高笋塘-二环路北三段136号,108,142,13148,2002年建造
金牛,银海中心,解放路-一环路北四段108号,101,195,19307,2017年建造
金牛,碧桂园城市花园,天回-站北路38号,40,60,15000,2017年建造
金牛,营和街29号院,抚琴小区-营和街29号,71,99.8,14056,1995年建造
金牛,泉水人家二期,凤凰山-嘉泽路2号,62,63,10024,2008年建造
金牛,长兴街5号院,西南交大-长兴街5号,49,56,11429,2000年建造
金牛,瑞安城中汇,五块石-解放路一段139号,132,270,20455,2015年建造
金牛,蓝光花满庭,五块石-洞子口路333号,87,142,16322,2010年建造
金牛,万通金牛新都会,西南交大-金府路88号,43,68,15672,2016年建造
金牛,交桂一巷11号院,西南交大-交桂一巷11号,47,66,13933,2000年建造
金牛,欣民苑,黄忠小区-同和路104号,103,125,12136,2000年建造
金牛,金府SOHO,西南交大-金府路666号,42,56,13333,2012年建造
金牛,营通街99号院,抚琴小区-营通街99号,67,92,13731,1998年建造
金牛,兴元绿洲,西南交大-新泉路33号,112,135,11968,2008年建造
金牛,金奥苑,西南交大-金房苑北路1号,134,245,18284,2006年建造
金牛,西锦国际二期,花牌坊-花牌坊北街88号,35,59,16857,2015年建造
金牛,绿地世纪城,五块石-韦家碾一路24号,91,165,18102,2015年建造
金牛,西安南路61号院,中医大-西安南路61号,96,158,16373,1995年建造
金牛,北港新城,五块石-花径路115号,94,113,12021,2004年建造
金牛,金科苑二区,国宾-金科苑中街54号,89,97.6,10869,2006年建造
金牛,荷花池公寓,高笋塘-二环路北三段136号,100,120,12000,2000年建造
金牛,兴元绿洲,西南交大-新泉路33号,118,141,11949,2010年建造
金牛,金牛万达广场(商住楼),金牛万达-肖家村三巷69号,54,76,14074,2015年建造
金牛,新天地民苑,西南交大-星汉路1号,77,100,12845,2005年建造
金牛,兴元绿洲,西南交大-新泉路33号,41,66,16062,2008年建造
金牛,新桥逸景C区,西南交大-甘泉路5号,55,62.8,11418,2010年建造
金牛,金府国际,西南交大-金府路799号,55,58,10368,2010年建造
金牛,银海中心,解放路-一环路北四段108号,98,168,17143,2017年建造
金牛,恒大曹家巷广场东区,解放路-马鞍东路3号,140,258,18429,2018年建造
金牛,万通金牛新都会,西南交大-金府路88号,43,64.5,14865,2017年建造
金牛,城市绿舟花园,西南交大-长庆路1号,126,198,15684,2002年建造
金牛,银海中心,解放路-一环路北四段108号,98,156.8,16000,2017年建造
